structure_id,relative_cif_path,graph_file,num_nodes,num_edges,node_feature_dim,edge_feature_dim,energy,delta_energy,lower_rotation,displacement,upper_rotation
L0_D1.2_U320,r0/t1.2/t1.2_320.cif,L0_D1.2_U320.pkl,156,3758,4,3,-936.34643,0.2933699999999817,0.0,1.2,320.0
L0_D1.2_U340,r0/t1.2/t1.2_340.cif,L0_D1.2_U340.pkl,156,3702,4,3,-936.41266,0.2271400000000767,0.0,1.2,340.0
L0_D1.2_U40,r0/t1.2/t1.2_40.cif,L0_D1.2_U40.pkl,156,3564,4,3,-936.11296,0.5268399999999929,0.0,1.2,40.0
L0_D1.2_U60,r0/t1.2/t1.2_60.cif,L0_D1.2_U60.pkl,156,3582,4,3,-936.08813,0.5516700000000583,0.0,1.2,60.0
L0_D1.2_U80,r0/t1.2/t1.2_80.cif,L0_D1.2_U80.pkl,156,3582,4,3,-936.0313,0.6085000000000491,0.0,1.2,80.0
L0_D2.4_U0,r0/t2.4/t2.4_0.cif,L0_D2.4_U0.pkl,156,3620,4,3,-936.1618,0.4780000000000655,0.0,2.4,0.0
L0_D2.4_U100,r0/t2.4/t2.4_100.cif,L0_D2.4_U100.pkl,156,3660,4,3,-936.19031,0.4494900000000825,0.0,2.4,100.0
L0_D2.4_U120,r0/t2.4/t2.4_120.cif,L0_D2.4_U120.pkl,156,3716,4,3,-936.34145,0.2983500000000276,0.0,2.4,120.0
L0_D2.4_U140,r0/t2.4/t2.4_140.cif,L0_D2.4_U140.pkl,156,3714,4,3,-936.35828,0.2815200000000004,0.0,2.4,140.0
L0_D2.4_U160,r0/t2.4/t2.4_160.cif,L0_D2.4_U160.pkl,156,3628,4,3,-936.2028,0.4370000000000118,0.0,2.4,160.0
L0_D2.4_U180,r0/t2.4/t2.4_180.cif,L0_D2.4_U180.pkl,156,3568,4,3,-936.16018,0.4796200000000681,0.0,2.4,180.0
L0_D2.4_U20,r0/t2.4/t2.4_20.cif,L0_D2.4_U20.pkl,156,3602,4,3,-936.14758,0.4922200000000885,0.0,2.4,20.0
L0_D2.4_U200,r0/t2.4/t2.4_200.cif,L0_D2.4_U200.pkl,156,3554,4,3,-936.19332,0.446480000000065,0.0,2.4,200.0
L0_D2.4_U220,r0/t2.4/t2.4_220.cif,L0_D2.4_U220.pkl,156,3684,4,3,-936.5844,0.0554000000000769,0.0,2.4,220.0
L0_D2.4_U240,r0/t2.4/t2.4_240.cif,L0_D2.4_U240.pkl,156,3810,4,3,-936.72376,-0.0839599999999336,0.0,2.4,240.0
L0_D2.4_U260,r0/t2.4/t2.4_260.cif,L0_D2.4_U260.pkl,156,3852,4,3,-936.78495,-0.1451499999999441,0.0,2.4,260.0
L0_D2.4_U280,r0/t2.4/t2.4_280.cif,L0_D2.4_U280.pkl,156,3656,4,3,-936.28552,0.354280000000017,0.0,2.4,280.0
L0_D2.4_U300,r0/t2.4/t2.4_300.cif,L0_D2.4_U300.pkl,156,3682,4,3,-936.18405,0.45575000000008,0.0,2.4,300.0
L0_D2.4_U320,r0/t2.4/t2.4_320.cif,L0_D2.4_U320.pkl,156,3734,4,3,-936.21098,0.428820000000087,0.0,2.4,320.0
L0_D2.4_U340,r0/t2.4/t2.4_340.cif,L0_D2.4_U340.pkl,156,3626,4,3,-936.10567,0.5341300000000047,0.0,2.4,340.0
L0_D2.4_U40,r0/t2.4/t2.4_40.cif,L0_D2.4_U40.pkl,156,3556,4,3,-936.11422,0.5255799999999908,0.0,2.4,40.0
L0_D2.4_U60,r0/t2.4/t2.4_60.cif,L0_D2.4_U60.pkl,156,3608,4,3,-936.12096,0.5188400000000684,0.0,2.4,60.0
L0_D2.4_U80,r0/t2.4/t2.4_80.cif,L0_D2.4_U80.pkl,156,3594,4,3,-936.09407,0.5457300000000487,0.0,2.4,80.0
L0_D3.6_U0,r0/t3.6/t3.6_0.cif,L0_D3.6_U0.pkl,156,3654,4,3,-936.17381,0.4659900000000334,0.0,3.6,0.0
L0_D3.6_U100,r0/t3.6/t3.6_100.cif,L0_D3.6_U100.pkl,156,3766,4,3,-936.52617,0.1136300000000574,0.0,3.6,100.0
L0_D3.6_U120,r0/t3.6/t3.6_120.cif,L0_D3.6_U120.pkl,156,3716,4,3,-936.34167,0.2981300000000146,0.0,3.6,120.0
L0_D3.6_U140,r0/t3.6/t3.6_140.cif,L0_D3.6_U140.pkl,156,3682,4,3,-936.26287,0.3769300000000157,0.0,3.6,140.0
L0_D3.6_U160,r0/t3.6/t3.6_160.cif,L0_D3.6_U160.pkl,156,3610,4,3,-936.11828,0.5215200000000095,0.0,3.6,160.0
L0_D3.6_U180,r0/t3.6/t3.6_180.cif,L0_D3.6_U180.pkl,156,3562,4,3,-936.16428,0.4755200000000741,0.0,3.6,180.0
L0_D3.6_U20,r0/t3.6/t3.6_20.cif,L0_D3.6_U20.pkl,156,3616,4,3,-936.09444,0.5453600000000733,0.0,3.6,20.0
L0_D3.6_U200,r0/t3.6/t3.6_200.cif,L0_D3.6_U200.pkl,156,3590,4,3,-936.27906,0.360740000000078,0.0,3.6,200.0
L0_D3.6_U220,r0/t3.6/t3.6_220.cif,L0_D3.6_U220.pkl,156,3778,4,3,-936.64556,-0.0057600000000093,0.0,3.6,220.0
L0_D3.6_U240,r0/t3.6/t3.6_240.cif,L0_D3.6_U240.pkl,156,3748,4,3,-936.71331,-0.073509999999942,0.0,3.6,240.0
L0_D3.6_U260,r0/t3.6/t3.6_260.cif,L0_D3.6_U260.pkl,156,3704,4,3,-936.52649,0.1133100000000695,0.0,3.6,260.0
L0_D3.6_U280,r0/t3.6/t3.6_280.cif,L0_D3.6_U280.pkl,156,3704,4,3,-936.43235,0.2074499999999943,0.0,3.6,280.0
L0_D3.6_U300,r0/t3.6/t3.6_300.cif,L0_D3.6_U300.pkl,156,3764,4,3,-936.38418,0.2556200000000217,0.0,3.6,300.0
L0_D3.6_U320,r0/t3.6/t3.6_320.cif,L0_D3.6_U320.pkl,156,3794,4,3,-936.57345,0.0663500000000567,0.0,3.6,320.0
L0_D3.6_U340,r0/t3.6/t3.6_340.cif,L0_D3.6_U340.pkl,156,3740,4,3,-936.51674,0.1230600000000095,0.0,3.6,340.0
L0_D3.6_U40,r0/t3.6/t3.6_40.cif,L0_D3.6_U40.pkl,156,3572,4,3,-936.03323,0.6065700000000334,0.0,3.6,40.0
L0_D3.6_U60,r0/t3.6/t3.6_60.cif,L0_D3.6_U60.pkl,156,3630,4,3,-936.18679,0.453010000000063,0.0,3.6,60.0
L0_D3.6_U80,r0/t3.6/t3.6_80.cif,L0_D3.6_U80.pkl,156,3662,4,3,-936.34376,0.2960400000000618,0.0,3.6,80.0
L0_D4.8_U0,r0/t4.8/t4.8_0.cif,L0_D4.8_U0.pkl,156,3806,4,3,-936.74559,-0.1057899999999563,0.0,4.8,0.0
L0_D4.8_U100,r0/t4.8/t4.8_100.cif,L0_D4.8_U100.pkl,156,3838,4,3,-936.76952,-0.1297200000000202,0.0,4.8,100.0
L0_D4.8_U120,r0/t4.8/t4.8_120.cif,L0_D4.8_U120.pkl,156,3782,4,3,-936.64234,-0.0025399999999535,0.0,4.8,120.0
L0_D4.8_U140,r0/t4.8/t4.8_140.cif,L0_D4.8_U140.pkl,156,3672,4,3,-936.38432,0.2554800000000341,0.0,4.8,140.0
L0_D4.8_U160,r0/t4.8/t4.8_160.cif,L0_D4.8_U160.pkl,156,3616,4,3,-936.09261,0.5471900000000005,0.0,4.8,160.0
L0_D4.8_U180,r0/t4.8/t4.8_180.cif,L0_D4.8_U180.pkl,156,3566,4,3,-936.1725,0.4673000000000229,0.0,4.8,180.0
L0_D4.8_U20,r0/t4.8/t4.8_20.cif,L0_D4.8_U20.pkl,156,3634,4,3,-936.09707,0.5427300000000059,0.0,4.8,20.0
L0_D4.8_U200,r0/t4.8/t4.8_200.cif,L0_D4.8_U200.pkl,156,3578,4,3,-936.26775,0.3720500000000584,0.0,4.8,200.0
L0_D4.8_U220,r0/t4.8/t4.8_220.cif,L0_D4.8_U220.pkl,156,3772,4,3,-936.62762,0.0121800000000575,0.0,4.8,220.0
L0_D4.8_U240,r0/t4.8/t4.8_240.cif,L0_D4.8_U240.pkl,156,3690,4,3,-936.56441,0.075390000000084,0.0,4.8,240.0
L0_D4.8_U260,r0/t4.8/t4.8_260.cif,L0_D4.8_U260.pkl,156,3702,4,3,-936.51143,0.128370000000018,0.0,4.8,260.0
L0_D4.8_U280,r0/t4.8/t4.8_280.cif,L0_D4.8_U280.pkl,156,3704,4,3,-936.45536,0.184439999999995,0.0,4.8,280.0
L0_D4.8_U300,r0/t4.8/t4.8_300.cif,L0_D4.8_U300.pkl,156,3738,4,3,-936.42363,0.2161700000000337,0.0,4.8,300.0
L0_D4.8_U320,r0/t4.8/t4.8_320.cif,L0_D4.8_U320.pkl,156,3776,4,3,-936.71757,-0.0777699999999868,0.0,4.8,320.0
L0_D4.8_U340,r0/t4.8/t4.8_340.cif,L0_D4.8_U340.pkl,156,3756,4,3,-936.53803,0.1017699999999877,0.0,4.8,340.0
L0_D4.8_U40,r0/t4.8/t4.8_40.cif,L0_D4.8_U40.pkl,156,3602,4,3,-936.01694,0.6228600000000597,0.0,4.8,40.0
L0_D4.8_U60,r0/t4.8/t4.8_60.cif,L0_D4.8_U60.pkl,156,3744,4,3,-936.35984,0.2799600000000737,0.0,4.8,60.0
L0_D4.8_U80,r0/t4.8/t4.8_80.cif,L0_D4.8_U80.pkl,156,3724,4,3,-936.49024,0.1495600000000649,0.0,4.8,80.0
L0_D6_U0,r0/t6.0/t6.0_0.cif,L0_D6_U0.pkl,156,3630,4,3,-936.04947,0.5903299999999945,0.0,6.0,0.0
L0_D6_U100,r0/t6.0/t6.0_100.cif,L0_D6_U100.pkl,156,3810,4,3,-936.78068,-0.1408799999999246,0.0,6.0,100.0
L0_D6_U120,r0/t6.0/t6.0_120.cif,L0_D6_U120.pkl,156,3722,4,3,-936.57268,0.0671200000000453,0.0,6.0,120.0
L0_D6_U140,r0/t6.0/t6.0_140.cif,L0_D6_U140.pkl,156,3764,4,3,-936.63512,0.0046800000000075,0.0,6.0,140.0
L0_D6_U160,r0/t6.0/t6.0_160.cif,L0_D6_U160.pkl,156,3620,4,3,-936.20636,0.4334400000000187,0.0,6.0,160.0
L0_D6_U180,r0/t6.0/t6.0_180.cif,L0_D6_U180.pkl,156,3550,4,3,-936.17177,0.4680299999999988,0.0,6.0,180.0
L0_D6_U20,r0/t6.0/t6.0_20.cif,L0_D6_U20.pkl,156,3588,4,3,-936.1078,0.5320000000000391,0.0,6.0,20.0
L0_D6_U200,r0/t6.0/t6.0_200.cif,L0_D6_U200.pkl,156,3562,4,3,-936.25043,0.3893699999999853,0.0,6.0,200.0
L0_D6_U220,r0/t6.0/t6.0_220.cif,L0_D6_U220.pkl,156,3644,4,3,-936.42779,0.2120100000000775,0.0,6.0,220.0
L0_D6_U240,r0/t6.0/t6.0_240.cif,L0_D6_U240.pkl,156,3702,4,3,-936.5038,0.1360000000000809,0.0,6.0,240.0
L0_D6_U260,r0/t6.0/t6.0_260.cif,L0_D6_U260.pkl,156,3688,4,3,-936.44579,0.1940100000000484,0.0,6.0,260.0
L0_D6_U280,r0/t6.0/t6.0_280.cif,L0_D6_U280.pkl,156,3694,4,3,-936.43376,0.2060400000000299,0.0,6.0,280.0
L0_D6_U300,r0/t6.0/t6.0_300.cif,L0_D6_U300.pkl,156,3708,4,3,-936.41368,0.2261200000000371,0.0,6.0,300.0
L0_D6_U320,r0/t6.0/t6.0_320.cif,L0_D6_U320.pkl,156,3758,4,3,-936.31414,0.3256600000000844,0.0,6.0,320.0
L0_D6_U340,r0/t6.0/t6.0_340.cif,L0_D6_U340.pkl,156,3628,4,3,-936.0436,0.5962000000000671,0.0,6.0,340.0
L0_D6_U40,r0/t6.0/t6.0_40.cif,L0_D6_U40.pkl,156,3560,4,3,-936.06455,0.5752499999999827,0.0,6.0,40.0
L0_D6_U60,r0/t6.0/t6.0_60.cif,L0_D6_U60.pkl,156,3620,4,3,-936.16251,0.477290000000039,0.0,6.0,60.0
L0_D6_U80,r0/t6.0/t6.0_80.cif,L0_D6_U80.pkl,156,3738,4,3,-936.6169,0.0229000000000496,0.0,6.0,80.0
L0_D7.2_U0,r0/t7.2/t7.2_0.cif,L0_D7.2_U0.pkl,156,3752,4,3,-936.34825,0.2915500000000293,0.0,7.2,0.0
L0_D7.2_U100,r0/t7.2/t7.2_100.cif,L0_D7.2_U100.pkl,156,3804,4,3,-936.67127,-0.0314700000000129,0.0,7.2,100.0
L0_D7.2_U120,r0/t7.2/t7.2_120.cif,L0_D7.2_U120.pkl,156,3716,4,3,-936.38506,0.2547400000000834,0.0,7.2,120.0
L0_D7.2_U140,r0/t7.2/t7.2_140.cif,L0_D7.2_U140.pkl,156,3664,4,3,-936.30435,0.3354500000000371,0.0,7.2,140.0
L0_D7.2_U160,r0/t7.2/t7.2_160.cif,L0_D7.2_U160.pkl,156,3628,4,3,-936.23679,0.4030099999999947,0.0,7.2,160.0
L0_D7.2_U180,r0/t7.2/t7.2_180.cif,L0_D7.2_U180.pkl,156,3586,4,3,-936.10144,0.5383600000000115,0.0,7.2,180.0
L0_D7.2_U20,r0/t7.2/t7.2_20.cif,L0_D7.2_U20.pkl,156,3590,4,3,-936.14967,0.4901300000000219,0.0,7.2,20.0
L0_D7.2_U200,r0/t7.2/t7.2_200.cif,L0_D7.2_U200.pkl,156,3578,4,3,-936.16971,0.4700900000000274,0.0,7.2,200.0
L0_D7.2_U220,r0/t7.2/t7.2_220.cif,L0_D7.2_U220.pkl,156,3640,4,3,-936.24581,0.3939900000000307,0.0,7.2,220.0
L0_D7.2_U240,r0/t7.2/t7.2_240.cif,L0_D7.2_U240.pkl,156,3692,4,3,-936.28352,0.3562800000000834,0.0,7.2,240.0
L0_D7.2_U260,r0/t7.2/t7.2_260.cif,L0_D7.2_U260.pkl,156,3708,4,3,-936.2553,0.3845000000000027,0.0,7.2,260.0
L0_D7.2_U280,r0/t7.2/t7.2_280.cif,L0_D7.2_U280.pkl,156,3688,4,3,-936.28938,0.3504199999999855,0.0,7.2,280.0
L0_D7.2_U300,r0/t7.2/t7.2_300.cif,L0_D7.2_U300.pkl,156,3732,4,3,-936.29912,0.3406800000000203,0.0,7.2,300.0
L0_D7.2_U320,r0/t7.2/t7.2_320.cif,L0_D7.2_U320.pkl,156,3696,4,3,-936.1745,0.4653000000000702,0.0,7.2,320.0
L0_D7.2_U340,r0/t7.2/t7.2_340.cif,L0_D7.2_U340.pkl,156,3614,4,3,-936.09507,0.5447300000000723,0.0,7.2,340.0
L0_D7.2_U40,r0/t7.2/t7.2_40.cif,L0_D7.2_U40.pkl,156,3538,4,3,-936.08702,0.5527799999999843,0.0,7.2,40.0
L0_D7.2_U60,r0/t7.2/t7.2_60.cif,L0_D7.2_U60.pkl,156,3602,4,3,-936.11624,0.5235600000000886,0.0,7.2,60.0
L0_D7.2_U80,r0/t7.2/t7.2_80.cif,L0_D7.2_U80.pkl,156,3632,4,3,-936.26654,0.373260000000073,0.0,7.2,80.0
L0_D8.4_U0,r0/t8.4/t8.4_0.cif,L0_D8.4_U0.pkl,156,3704,4,3,-936.46397,0.175830000000019,0.0,8.4,0.0
L0_D8.4_U100,r0/t8.4/t8.4_100.cif,L0_D8.4_U100.pkl,156,3766,4,3,-936.30466,0.335140000000024,0.0,8.4,100.0
L0_D8.4_U120,r0/t8.4/t8.4_120.cif,L0_D8.4_U120.pkl,156,3766,4,3,-936.26751,0.3722900000000209,0.0,8.4,120.0
L0_D8.4_U140,r0/t8.4/t8.4_140.cif,L0_D8.4_U140.pkl,156,3696,4,3,-936.22137,0.4184300000000576,0.0,8.4,140.0
L0_D8.4_U160,r0/t8.4/t8.4_160.cif,L0_D8.4_U160.pkl,156,3676,4,3,-936.16544,0.4743600000000469,0.0,8.4,160.0
L0_D8.4_U180,r0/t8.4/t8.4_180.cif,L0_D8.4_U180.pkl,156,3612,4,3,-936.05244,0.5873599999999897,0.0,8.4,180.0
L0_D8.4_U20,r0/t8.4/t8.4_20.cif,L0_D8.4_U20.pkl,156,3640,4,3,-936.28458,0.3552200000000312,0.0,8.4,20.0
L0_D8.4_U200,r0/t8.4/t8.4_200.cif,L0_D8.4_U200.pkl,156,3604,4,3,-935.9815,0.6583000000000538,0.0,8.4,200.0
L0_D8.4_U220,r0/t8.4/t8.4_220.cif,L0_D8.4_U220.pkl,156,3656,4,3,-936.01545,0.6243500000000495,0.0,8.4,220.0
L0_D8.4_U240,r0/t8.4/t8.4_240.cif,L0_D8.4_U240.pkl,156,3688,4,3,-936.14533,0.4944700000000921,0.0,8.4,240.0
L0_D8.4_U260,r0/t8.4/t8.4_260.cif,L0_D8.4_U260.pkl,156,3736,4,3,-936.14315,0.4966500000000451,0.0,8.4,260.0
L0_D8.4_U280,r0/t8.4/t8.4_280.cif,L0_D8.4_U280.pkl,156,3714,4,3,-936.25424,0.3855600000000549,0.0,8.4,280.0
L0_D8.4_U300,r0/t8.4/t8.4_300.cif,L0_D8.4_U300.pkl,156,3768,4,3,-936.311,0.3288000000000011,0.0,8.4,300.0
L0_D8.4_U320,r0/t8.4/t8.4_320.cif,L0_D8.4_U320.pkl,156,3780,4,3,-936.31855,0.3212500000000773,0.0,8.4,320.0
L0_D8.4_U340,r0/t8.4/t8.4_340.cif,L0_D8.4_U340.pkl,156,3786,4,3,-936.42362,0.2161800000000084,0.0,8.4,340.0
L0_D8.4_U40,r0/t8.4/t8.4_40.cif,L0_D8.4_U40.pkl,156,3586,4,3,-936.18749,0.4523100000000113,0.0,8.4,40.0
L0_D8.4_U60,r0/t8.4/t8.4_60.cif,L0_D8.4_U60.pkl,156,3636,4,3,-936.16609,0.4737099999999827,0.0,8.4,60.0
L0_D8.4_U80,r0/t8.4/t8.4_80.cif,L0_D8.4_U80.pkl,156,3624,4,3,-936.10659,0.5332100000000537,0.0,8.4,80.0
L0_D9.6_U0,r0/t9.6/t9.6_0.cif,L0_D9.6_U0.pkl,156,3706,4,3,-936.48177,0.1580300000000534,0.0,9.6,0.0
L0_D9.6_U100,r0/t9.6/t9.6_100.cif,L0_D9.6_U100.pkl,156,3734,4,3,-936.16581,0.4739900000000716,0.0,9.6,100.0
L0_D9.6_U120,r0/t9.6/t9.6_120.cif,L0_D9.6_U120.pkl,156,3788,4,3,-936.2399,0.3999000000000023,0.0,9.6,120.0
L0_D9.6_U140,r0/t9.6/t9.6_140.cif,L0_D9.6_U140.pkl,156,3730,4,3,-936.18366,0.4561400000000049,0.0,9.6,140.0
L0_D9.6_U160,r0/t9.6/t9.6_160.cif,L0_D9.6_U160.pkl,156,3668,4,3,-936.10854,0.5312600000000884,0.0,9.6,160.0
L0_D9.6_U180,r0/t9.6/t9.6_180.cif,L0_D9.6_U180.pkl,156,3618,4,3,-936.0506,0.5892000000000053,0.0,9.6,180.0
L0_D9.6_U20,r0/t9.6/t9.6_20.cif,L0_D9.6_U20.pkl,156,3648,4,3,-936.27676,0.3630400000000691,0.0,9.6,20.0
L0_D9.6_U200,r0/t9.6/t9.6_200.cif,L0_D9.6_U200.pkl,156,3608,4,3,-936.01151,0.6282899999999927,0.0,9.6,200.0
L0_D9.6_U220,r0/t9.6/t9.6_220.cif,L0_D9.6_U220.pkl,156,3604,4,3,-936.11784,0.5219600000000355,0.0,9.6,220.0
L0_D9.6_U240,r0/t9.6/t9.6_240.cif,L0_D9.6_U240.pkl,156,3734,4,3,-936.37176,0.2680400000000418,0.0,9.6,240.0
L0_D9.6_U260,r0/t9.6/t9.6_260.cif,L0_D9.6_U260.pkl,156,3710,4,3,-936.1602,0.4796000000000049,0.0,9.6,260.0
L0_D9.6_U280,r0/t9.6/t9.6_280.cif,L0_D9.6_U280.pkl,156,3704,4,3,-936.17682,0.4629800000000159,0.0,9.6,280.0
L0_D9.6_U300,r0/t9.6/t9.6_300.cif,L0_D9.6_U300.pkl,156,3764,4,3,-936.28518,0.3546200000000681,0.0,9.6,300.0
L0_D9.6_U320,r0/t9.6/t9.6_320.cif,L0_D9.6_U320.pkl,156,3790,4,3,-936.39369,0.2461100000000442,0.0,9.6,320.0
L0_D9.6_U340,r0/t9.6/t9.6_340.cif,L0_D9.6_U340.pkl,156,3800,4,3,-936.48571,0.1540899999999965,0.0,9.6,340.0
L0_D9.6_U40,r0/t9.6/t9.6_40.cif,L0_D9.6_U40.pkl,156,3632,4,3,-936.17361,0.4661899999999832,0.0,9.6,40.0
L0_D9.6_U60,r0/t9.6/t9.6_60.cif,L0_D9.6_U60.pkl,156,3632,4,3,-936.11863,0.5211699999999837,0.0,9.6,60.0
L0_D9.6_U80,r0/t9.6/t9.6_80.cif,L0_D9.6_U80.pkl,156,3652,4,3,-936.05685,0.5829499999999825,0.0,9.6,80.0
L100_D0_U0,r100/t0/t0_0.cif,L100_D0_U0.pkl,156,3662,4,3,-936.2534,0.3863999999999805,100.0,0.0,0.0
L100_D0_U100,r100/t0/t0_100.cif,L100_D0_U100.pkl,156,3770,4,3,-936.4626,0.1772000000000844,100.0,0.0,100.0
L100_D0_U120,r100/t0/t0_120.cif,L100_D0_U120.pkl,156,3746,4,3,-936.46646,0.1733400000000529,100.0,0.0,120.0
L100_D0_U140,r100/t0/t0_140.cif,L100_D0_U140.pkl,156,3636,4,3,-936.28236,0.3574399999999968,100.0,0.0,140.0
L100_D0_U160,r100/t0/t0_160.cif,L100_D0_U160.pkl,156,3682,4,3,-936.20334,0.4364600000000109,100.0,0.0,160.0
L100_D0_U180,r100/t0/t0_180.cif,L100_D0_U180.pkl,156,3622,4,3,-936.05631,0.5834899999999834,100.0,0.0,180.0
L100_D0_U20,r100/t0/t0_20.cif,L100_D0_U20.pkl,156,3622,4,3,-936.13852,0.5012800000000652,100.0,0.0,20.0
L100_D0_U200,r100/t0/t0_200.cif,L100_D0_U200.pkl,156,3936,4,3,-937.11562,-0.4758199999999988,100.0,0.0,200.0
L100_D0_U220,r100/t0/t0_220.cif,L100_D0_U220.pkl,156,4014,4,3,-936.85739,-0.2175899999999728,100.0,0.0,220.0
L100_D0_U240,r100/t0/t0_240.cif,L100_D0_U240.pkl,156,4094,4,3,-936.943,-0.303199999999947,100.0,0.0,240.0
L100_D0_U260,r100/t0/t0_260.cif,L100_D0_U260.pkl,156,3948,4,3,-936.6248,0.0149999999999863,100.0,0.0,260.0
L100_D0_U280,r100/t0/t0_280.cif,L100_D0_U280.pkl,156,3864,4,3,-936.47867,0.161130000000071,100.0,0.0,280.0
L100_D0_U300,r100/t0/t0_300.cif,L100_D0_U300.pkl,156,3696,4,3,-936.24496,0.3948400000000447,100.0,0.0,300.0
L100_D0_U320,r100/t0/t0_320.cif,L100_D0_U320.pkl,156,3666,4,3,-936.23929,0.4005100000000539,100.0,0.0,320.0
L100_D0_U340,r100/t0/t0_340.cif,L100_D0_U340.pkl,156,3668,4,3,-936.2039,0.4359000000000606,100.0,0.0,340.0
